CASNumber,HazardCode
12035-39-1, H317, Skin Sens. 1
12653-76-8, H350i, Carc. 1A
12653-76-8, H372, STOT RE 1
12653-76-8, H317, Skin Sens. 1
52502-12-2, H350i, Carc. 1A
52502-12-2, H372, STOT RE 1
52502-12-2, H317, Skin Sens. 1
68016-03-5, H350i, Carc. 1A
68016-03-5, H372, STOT RE 1
68016-03-5, H317, Skin Sens. 1
70692-93-2, H350i, Carc. 1A
70692-93-2, H372, STOT RE 1
70692-93-2, H317, Skin Sens. 1
14177-55-0, H350i, Carc. 1A
14177-55-0, H372, STOT RE 1
14177-55-0, H317, Skin Sens. 1
14177-51-6, H350i, Carc. 1A
14177-51-6, H372, STOT RE 1
14177-51-6, H317, Skin Sens. 1
68515-84-4, H350i, Carc. 1A
68515-84-4, H372, STOT RE 1
68515-84-4, H317, Skin Sens. 1
12031-65-1, H350i, Carc. 1A
12031-65-1, H372, STOT RE 1
12031-65-1, H317, Skin Sens. 1
12673-58-4, H350i, Carc. 1A
12673-58-4, H372, STOT RE 1
12673-58-4, H317, Skin Sens. 1
7758-89-6, H302, Acute Tox. 4
7758-89-6, H400, Aquatic Acute 1
7758-89-6, H410, Aquatic Chronic 1
1317-39-1, H332, Acute Tox. 4
1317-39-1, H302, Acute Tox. 4
1317-39-1, H318, Eye Dam. 1
1317-39-1, H400, Aquatic Acute 1
1317-39-1, H410, Aquatic Chronic 1
1338-02-9, H226, Flam. Liq. 3
1338-02-9, H302, Acute Tox. 4
1338-02-9, H400, Aquatic Acute 1
1338-02-9, H410, Aquatic Chronic 1
7758-98-7, H302, Acute Tox. 4
7758-98-7, H315, Skin Irrit. 2
7758-98-7, H319, Eye Irrit. 2
7758-98-7, H400, Aquatic Acute 1
7758-98-7, H410, Aquatic Chronic 1
89797-01-3, H317, Skin Sens. 1
54253-62-2, H302, Acute Tox. 4
54253-62-2, H318, Eye Dam. 1
54253-62-2, H400, Aquatic Acute 1
54253-62-2, H410, Aquatic Chronic 1
101408-30-4, H317, Skin Sens. 1
150522-10-4, H314, Skin Corr. 1B
124719-24-0, H318, Eye Dam. 1
130201-51-3, H318, Eye Dam. 1
171866-24-3, H373, STOT RE 2
171866-24-3, H411, Aquatic Chronic 2
1111-67-7, H400, Aquatic Acute 1
1111-67-7, H410, Aquatic Chronic 1
1317-38-0, H400, Aquatic Acute 1
1317-38-0, H410, Aquatic Chronic 1
1332-65-6, H301, Acute Tox. 3
1332-65-6, H332, Acute Tox. 4
1332-65-6, H400, Aquatic Acute 1
1332-65-6, H410, Aquatic Chronic 1
1333-22-8, H302, Acute Tox. 4
1333-22-8, H400, Aquatic Acute 1
1333-22-8, H410, Aquatic Chronic 1
12527-76-3, H302, Acute Tox. 4
12527-76-3, H400, Aquatic Acute 1
12527-76-3, H410, Aquatic Chronic 1
12069-69-1, H332, Acute Tox. 4
12069-69-1, H302, Acute Tox. 4
12069-69-1, H319, Eye Irrit. 2
12069-69-1, H400, Aquatic Acute 1
12069-69-1, H410, Aquatic Chronic 1
20427-59-2, H330, Acute Tox. 2
20427-59-2, H302, Acute Tox. 4
20427-59-2, H318, Eye Dam. 1
20427-59-2, H400, Aquatic Acute 1
20427-59-2, H410, Aquatic Chronic 1
8011-63-0, H332, Acute Tox. 4
8011-63-0, H318, Eye Dam. 1
8011-63-0, H400, Aquatic Acute 1
8011-63-0, H410, Aquatic Chronic 1
7758-99-8, H302, Acute Tox. 4
7758-99-8, H318, Eye Dam. 1
7758-99-8, H400, Aquatic Acute 1
7758-99-8, H410, Aquatic Chronic 1
7440-66-6, H250, Pyr. Sol. 1
7440-66-6, H260, Water-react. 1
7440-66-6, H400, Aquatic Acute 1
7440-66-6, H410, Aquatic Chronic 1
7440-66-6, H400, Aquatic Acute 1
7440-66-6, H410, Aquatic Chronic 1
7646-85-7, H302, Acute Tox. 4
7646-85-7, H314, Skin Corr. 1B
7646-85-7, H400, Aquatic Acute 1
7646-85-7, H410, Aquatic Chronic 1
544-97-8, H250, Pyr. Liq. 1
544-97-8, H260, Water-react. 1
544-97-8, H314, Skin Corr. 1B
544-97-8, H400, Aquatic Acute 1
544-97-8, H410, Aquatic Chronic 1
557-20-0, H250, Pyr. Liq. 1
557-20-0, H260, Water-react. 1
557-20-0, H314, Skin Corr. 1B
557-20-0, H400, Aquatic Acute 1
557-20-0, H410, Aquatic Chronic 1
7446-19-7, H302, Acute Tox. 4
7446-19-7, H318, Eye Dam. 1
7446-19-7, H400, Aquatic Acute 1
7446-19-7, H410, Aquatic Chronic 1
7733-02-0, H302, Acute Tox. 4
7733-02-0, H318, Eye Dam. 1
7733-02-0, H400, Aquatic Acute 1
7733-02-0, H410, Aquatic Chronic 1
42405-40-3, H228, Flam. Sol. 1
42405-40-3, H302, Acute Tox. 4
42405-40-3, H400, Aquatic Acute 1
42405-40-3, H410, Aquatic Chronic 1
113036-91-2, H332, Acute Tox. 4
113036-91-2, H411, Aquatic Chronic 2
7779-90-0, H400, Aquatic Acute 1
7779-90-0, H410, Aquatic Chronic 1
169314-88-9, H413, Aquatic Chronic 4
1314-13-2, H400, Aquatic Acute 1
1314-13-2, H410, Aquatic Chronic 1
1303-00-0, H350, Carc. 1B
1303-00-0, H360F, Repr. 1B
1303-00-0, H372, STOT RE 1
7440-38-2, H331, Acute Tox. 3
7440-38-2, H301, Acute Tox. 3
7440-38-2, H400, Aquatic Acute 1
7440-38-2, H410, Aquatic Chronic 1
1327-53-3, H350, Carc. 1A
1327-53-3, H300, Acute Tox. 2
1327-53-3, H314, Skin Corr. 1B
1327-53-3, H400, Aquatic Acute 1
1327-53-3, H410, Aquatic Chronic 1
1303-28-2, H350, Carc. 1A
1303-28-2, H331, Acute Tox. 3
1303-28-2, H301, Acute Tox. 3
1303-28-2, H400, Aquatic Acute 1
1303-28-2, H410, Aquatic Chronic 1
7784-42-1, H220, Flam. Gas 1
7784-42-1, H330, Press. Gas
7784-42-1, H373, Acute Tox. 2
7784-42-1, H400, STOT RE 2
7784-42-1, H410, Aquatic Acute 1
4262-43-5, H250, Pyr. Liq. 1
4262-43-5, H330, Acute Tox. 2
7782-49-2, H331, Acute Tox. 3
7782-49-2, H301, Acute Tox. 3
7782-49-2, H373, STOT RE 2
7782-49-2, H413, Aquatic Chronic 4
10102-18-8, H300, Acute Tox. 2
10102-18-8, H331, Acute Tox. 3
10102-18-8, H317, Skin Sens. 1
10102-18-8, H411, Aquatic Chronic 2
7726-95-6, H330, Acute Tox. 2
7726-95-6, H314, Skin Corr. 1A
7726-95-6, H400, Aquatic Acute 1
10035-10-6, H335, Press. Gas
10035-10-6, H314, STOT SE 3
7758-01-2, H271, Ox. Sol. 1
7758-01-2, H350, Carc. 1B
7758-01-2, H301, Acute Tox. 3
7440-67-7, H250, Pyr. Sol. 1
7440-67-7, H260, Water-react. 1
226996-19-6, H400, Aquatic Acute 1
226996-19-6, H410, Aquatic Chronic 1
1313-27-5, H351, Carc. 2
1313-27-5, H335, STOT SE 3
1313-27-5, H319, Eye Irrit. 2
117342-25-3, H331, Acute Tox. 3
117342-25-3, H318, Eye Dam. 1
116810-46-9, H228, Flam. Sol. 1
116810-46-9, H318, Eye Dam. 1
116810-46-9, H400, Aquatic Acute 1
116810-46-9, H410, Aquatic Chronic 1
134620-00-1, H302, Acute Tox. 4
134620-00-1, H373, STOT RE 2
134620-00-1, H318, Eye Dam. 1
134620-00-1, H317, Skin Sens. 1
134620-00-1, H400, Aquatic Acute 1
134620-00-1, H410, Aquatic Chronic 1
7761-88-8, H272, Ox. Sol. 2
7761-88-8, H314, Skin Corr. 1B
7761-88-8, H400, Aquatic Acute 1
7761-88-8, H410, Aquatic Chronic 1
130328-20-0, H361d, Repr. 2
130328-20-0, H315, Skin Irrit. 2
130328-20-0, H318, Eye Dam. 1
130328-20-0, H400, Aquatic Acute 1
130328-20-0, H410, Aquatic Chronic 1
7440-43-9, H350, Carc. 1B
7440-43-9, H341, Muta. 2
7440-43-9, H361fd, Repr. 2
7440-43-9, H330, Acute Tox. 2
7440-43-9, H372, STOT RE 1
7440-43-9, H400, Aquatic Acute 1
7440-43-9, H410, Aquatic Chronic 1
1306-19-0, H350, Carc. 1B
1306-19-0, H341, Muta. 2
1306-19-0, H361fd, Repr. 2
1306-19-0, H330, Acute Tox. 2
1306-19-0, H372, STOT RE 1
1306-19-0, H400, Aquatic Acute 1
1306-19-0, H410, Aquatic Chronic 1
4464-23-7, H351, Carc. 2
4464-23-7, H331, Acute Tox. 3
4464-23-7, H301, Acute Tox. 3
4464-23-7, H373, STOT RE 2
4464-23-7, H400, Aquatic Acute 1
4464-23-7, H410, Aquatic Chronic 1
542-83-6, H351, Carc. 2
542-83-6, H310, Acute Tox. 1
542-83-6, H330, Acute Tox. 2
542-83-6, H300, Acute Tox. 2
542-83-6, H373, STOT RE 2
542-83-6, H400, Aquatic Acute 1
542-83-6, H410, Aquatic Chronic 1
17010-21-8, H351, Carc. 2
17010-21-8, H331, Acute Tox. 3
17010-21-8, H301, Acute Tox. 3
17010-21-8, H373, STOT RE 2
17010-21-8, H400, Aquatic Acute 1
17010-21-8, H410, Aquatic Chronic 1
7790-79-6, H350, Carc. 1B
7790-79-6, H340, Muta. 1B
7790-79-6, H360FD, Repr. 1B
7790-79-6, H330, Acute Tox. 2
7790-79-6, H301, Acute Tox. 3
7790-79-6, H372, STOT RE 1
7790-79-6, H400, Aquatic Acute 1
7790-79-6, H410, Aquatic Chronic 1
7790-80-9, H351, Carc. 2
7790-80-9, H331, Acute Tox. 3
7790-80-9, H301, Acute Tox. 3
7790-80-9, H373, STOT RE 2
7790-80-9, H400, Aquatic Acute 1
7790-80-9, H410, Aquatic Chronic 1
10108-64-2, H350, Carc. 1B
10108-64-2, H340, Muta. 1B
10108-64-2, H360FD, Repr. 1B
10108-64-2, H330, Acute Tox. 2
10108-64-2, H301, Acute Tox. 3
10108-64-2, H372, STOT RE 1
10108-64-2, H400, Aquatic Acute 1
10108-64-2, H410, Aquatic Chronic 1
10124-36-4, H350, Carc. 1B
10124-36-4, H340, Muta. 1B
10124-36-4, H360FD, Repr. 1B
10124-36-4, H330, Acute Tox. 2
10124-36-4, H301, Acute Tox. 3
10124-36-4, H372, STOT RE 1
10124-36-4, H400, Aquatic Acute 1
10124-36-4, H410, Aquatic Chronic 1
1306-23-6, H350, Carc. 1B
1306-23-6, H341, Muta. 2
1306-23-6, H361fd, Repr. 2
1306-23-6, H302, Acute Tox. 4
1306-23-6, H372, STOT RE 1
1306-23-6, H413, Aquatic Chronic 4
7440-43-9, H250, Pyr. Sol. 1
7440-43-9, H350, Carc. 1B
7440-43-9, H341, Muta. 2
7440-43-9, H361fd, Repr. 2
7440-43-9, H330, Acute Tox. 2
7440-43-9, H372, STOT RE 1
7440-43-9, H400, Aquatic Acute 1
7440-43-9, H410, Aquatic Chronic 1
513-78-0, H350, Carc. 1B
513-78-0, H340, Muta. 1B
513-78-0, H332, Acute Tox. 4
513-78-0, H312, Acute Tox. 4
513-78-0, H302, Acute Tox. 4
513-78-0, H372, STOT RE 1
513-78-0, H400, Aquatic Acute 1
513-78-0, H410, Aquatic Chronic 1
21041-95-2, H350, Carc. 1B
21041-95-2, H340, Muta. 1B
21041-95-2, H332, Acute Tox. 4
21041-95-2, H312, Acute Tox. 4
21041-95-2, H302, Acute Tox. 4
21041-95-2, H372, STOT RE 1
21041-95-2, H400, Aquatic Acute 1
21041-95-2, H410, Aquatic Chronic 1
10325-94-7, H350, Carc. 1B
10325-94-7, H340, Muta. 1B
10325-94-7, H332, Acute Tox. 4
10325-94-7, H312, Acute Tox. 4
10325-94-7, H302, Acute Tox. 4
10325-94-7, H372, STOT RE 1
10325-94-7, H400, Aquatic Acute 1
10325-94-7, H410, Aquatic Chronic 1
7646-78-8, H314, Skin Corr. 1B
7646-78-8, H412, Aquatic Chronic 3
13121-70-5, H332, Acute Tox. 4
13121-70-5, H312, Acute Tox. 4
13121-70-5, H302, Acute Tox. 4
13121-70-5, H400, Aquatic Acute 1
13121-70-5, H410, Aquatic Chronic 1
900-95-8, H351, Carc. 2
900-95-8, H361d, Repr. 2
900-95-8, H330, Acute Tox. 2
900-95-8, H311, Acute Tox. 3
900-95-8, H301, Acute Tox. 3
900-95-8, H335, STOT SE 3
900-95-8, H372, STOT RE 1
900-95-8, H315, Skin Irrit. 2
900-95-8, H318, Eye Dam. 1
900-95-8, H400, Aquatic Acute 1
900-95-8, H410, Aquatic Chronic 1
76-87-9, H351, Carc. 2
76-87-9, H361d, Repr. 2
76-87-9, H330, Acute Tox. 2
76-87-9, H311, Acute Tox. 3
76-87-9, H301, Acute Tox. 3
76-87-9, H335, STOT SE 3
76-87-9, H372, STOT RE 1
76-87-9, H315, Skin Irrit. 2
76-87-9, H318, Eye Dam. 1
76-87-9, H400, Aquatic Acute 1
76-87-9, H410, Aquatic Chronic 1
20153-49-5, H332, Acute Tox. 4
20153-49-5, H312, Acute Tox. 4
20153-49-5, H302, Acute Tox. 4
20153-49-5, H400, Aquatic Acute 1
20153-49-5, H410, Aquatic Chronic 1
25637-27-8, H332, Acute Tox. 4
25637-27-8, H312, Acute Tox. 4
25637-27-8, H302, Acute Tox. 4
25637-27-8, H400, Aquatic Acute 1
25637-27-8, H410, Aquatic Chronic 1
20153-50-8, H332, Acute Tox. 4
20153-50-8, H312, Acute Tox. 4
20153-50-8, H302, Acute Tox. 4
20153-50-8, H400, Aquatic Acute 1
20153-50-8, H410, Aquatic Chronic 1
1449-55-4, H332, Acute Tox. 4
1449-55-4, H312, Acute Tox. 4
1449-55-4, H302, Acute Tox. 4
1449-55-4, H400, Aquatic Acute 1
1449-55-4, H410, Aquatic Chronic 1
3091-32-5, H332, Acute Tox. 4
3091-32-5, H312, Acute Tox. 4
3091-32-5, H302, Acute Tox. 4
3091-32-5, H400, Aquatic Acute 1
3091-32-5, H410, Aquatic Chronic 1
7067-44-9, H332, Acute Tox. 4
7067-44-9, H312, Acute Tox. 4
7067-44-9, H302, Acute Tox. 4
7067-44-9, H400, Aquatic Acute 1
7067-44-9, H410, Aquatic Chronic 1
13356-08-6, H330, Acute Tox. 2
13356-08-6, H315, Skin Irrit. 2
13356-08-6, H319, Eye Irrit. 2
13356-08-6, H400, Aquatic Acute 1
13356-08-6, H410, Aquatic Chronic 1
53408-94-9, H302, Acute Tox. 4
53408-94-9, H314, Skin Corr. 1B
53408-94-9, H317, Skin Sens. 1
53408-94-9, H411, Aquatic Chronic 2
41083-11-8, H330, Acute Tox. 2
41083-11-8, H301, Acute Tox. 3
41083-11-8, H335, STOT SE 3
41083-11-8, H315, Skin Irrit. 2
41083-11-8, H318, Eye Dam. 1
41083-11-8, H400, Aquatic Acute 1
41083-11-8, H410, Aquatic Chronic 1
869-59-0, H372, STOT RE 1
869-59-0, H315, Skin Irrit. 2
869-59-0, H413, Aquatic Chronic 4
3542-36-7, H331, Acute Tox. 3
3542-36-7, H372, STOT RE 1
3542-36-7, H412, Aquatic Chronic 3
683-18-1, H341, Muta. 2
683-18-1, H360FD, Repr. 1B
683-18-1, H330, Acute Tox. 2
683-18-1, H301, Acute Tox. 3
683-18-1, H312, Acute Tox. 4
683-18-1, H372, STOT RE 1
683-18-1, H314, Skin Corr. 1B
683-18-1, H400, Aquatic Acute 1
683-18-1, H410, Aquatic Chronic 1
993-16-8, H361d, Repr. 2
57583-34-3, H361d, Repr. 2
15571-58-1, H360D, Repr. 1B
57583-35-4, H361d, Repr. 2
57583-35-4, H302, Acute Tox. 4
57583-35-4, H372, STOT RE 1
57583-35-4, H317, Skin Sens. 1A
753-73-1, H361d, Repr. 2
753-73-1, H330, Acute Tox. 2
753-73-1, H311, Acute Tox. 3
753-73-1, H301, Acute Tox. 3
753-73-1, H372, STOT RE 1
753-73-1, H314, Skin Corr. 1B
77-58-7, H341, Muta. 2
77-58-7, H360FD, Repr. 1B
77-58-7, H372, STOT RE 1
10025-91-9, H314, Skin Corr. 1B
10025-91-9, H411, Aquatic Chronic 2
7647-18-9, H314, Skin Corr. 1B
7647-18-9, H411, Aquatic Chronic 2
7783-56-4, H331, Acute Tox. 3
7783-56-4, H311, Acute Tox. 3
7783-56-4, H301, Acute Tox. 3
7783-56-4, H411, Aquatic Chronic 2
1309-64-4, H351, Carc. 2
71786-70-4, H317, Skin Sens. 1
71786-70-4, H412, Aquatic Chronic 3
7553-56-2, H332, Acute Tox. 4
7553-56-2, H312, Acute Tox. 4
7553-56-2, H400, Aquatic Acute 1
10034-85-2, H314, Press. Gas
696-33-3, H201, Expl. 1.1
178233-72-2, H312, Acute Tox. 4
178233-72-2, H302, Acute Tox. 4
178233-72-2, H373, STOT RE 2
178233-72-2, H400, Aquatic Acute 1
178233-72-2, H410, Aquatic Chronic 1
1304-29-6, H272, Ox. Sol. 2
1304-29-6, H332, Acute Tox. 4
1304-29-6, H302, Acute Tox. 4
513-77-9, H302, Acute Tox. 4
10361-37-2, H301, Acute Tox. 3
10361-37-2, H332, Acute Tox. 4
51285-81-5, H411, Aquatic Chronic 2
22411-22-9, H318, Eye Dam. 1
22411-22-9, H317, Skin Sens. 1
12141-67-2, H302, Acute Tox. 4
12141-67-2, H318, Eye Dam. 1
12141-67-2, H412, Aquatic Chronic 3
20816-12-0, H310, Acute Tox. 1
20816-12-0, H330, Acute Tox. 2
20816-12-0, H300, Acute Tox. 2
20816-12-0, H314, Skin Corr. 1B
13820-41-2, H301, Acute Tox. 3
13820-41-2, H315, Skin Irrit. 2
13820-41-2, H318, Eye Dam. 1
13820-41-2, H334, Resp. Sens. 1
13820-41-2, H317, Skin Sens. 1
10026-00-3, H301, Acute Tox. 3
10026-00-3, H315, Skin Irrit. 2
10026-00-3, H318, Eye Dam. 1
10026-00-3, H334, Resp. Sens. 1
10026-00-3, H317, Skin Sens. 1
10025-99-7, H301, Acute Tox. 3
10025-99-7, H315, Skin Irrit. 2
10025-99-7, H318, Eye Dam. 1
10025-99-7, H334, Resp. Sens. 1
10025-99-7, H317, Skin Sens. 1
16923-58-3, H301, Acute Tox. 3
16923-58-3, H318, Eye Dam. 1
16923-58-3, H334, Resp. Sens. 1
16923-58-3, H317, Skin Sens. 1
16921-30-5, H301, Acute Tox. 3
16921-30-5, H318, Eye Dam. 1
16921-30-5, H334, Resp. Sens. 1
16921-30-5, H317, Skin Sens. 1
16919-58-7, H301, Acute Tox. 3
16919-58-7, H318, Eye Dam. 1
16919-58-7, H334, Resp. Sens. 1
16919-58-7, H317, Skin Sens. 1
16941-12-1, H301, Acute Tox. 3
16941-12-1, H314, Skin Corr. 1B
16941-12-1, H334, Resp. Sens. 1
16941-12-1, H317, Skin Sens. 1
123439-82-7, H302, Acute Tox. 4
123439-82-7, H318, Eye Dam. 1
123439-82-7, H412, Aquatic Chronic 3
61420-92-6, H302, Acute Tox. 4
61420-92-6, H373, STOT RE 2
61420-92-6, H314, Skin Corr. 1A
61420-92-6, H334, Resp. Sens. 1
61420-92-6, H317, Skin Sens. 1
61420-92-6, H412, Aquatic Chronic 3
7439-97-6, H360D, Repr. 1B
7439-97-6, H330, Acute Tox. 2
7439-97-6, H372, STOT RE 1
7439-97-6, H400, Aquatic Acute 1
7439-97-6, H410, Aquatic Chronic 1
10112-91-1, H302, Acute Tox. 4
10112-91-1, H335, STOT SE 3
10112-91-1, H315, Skin Irrit. 2
10112-91-1, H319, Eye Irrit. 2
10112-91-1, H400, Aquatic Acute 1
10112-91-1, H410, Aquatic Chronic 1
628-86-4, H200, Unst. Expl.
628-86-4, H331, Acute Tox. 3
628-86-4, H311, Acute Tox. 3
628-86-4, H301, Acute Tox. 3
628-86-4, H373, STOT RE 2
628-86-4, H400, Aquatic Acute 1
628-86-4, H410, Aquatic Chronic 1
628-86-4, H201, Expl. 1.1
628-86-4, H331, Acute Tox. 3
628-86-4, H311, Acute Tox. 3
628-86-4, H301, Acute Tox. 3
628-86-4, H373, STOT RE 2
628-86-4, H400, Aquatic Acute 1
628-86-4, H410, Aquatic Chronic 1
1335-31-5, H201, Expl. 1.1
1335-31-5, H331, Acute Tox. 3
1335-31-5, H311, Acute Tox. 3
1335-31-5, H301, Acute Tox. 3
1335-31-5, H373, STOT RE 2
1335-31-5, H400, Aquatic Acute 1
1335-31-5, H410, Aquatic Chronic 1
593-74-8, H310, Acute Tox. 1
593-74-8, H330, Acute Tox. 2
593-74-8, H300, Acute Tox. 2
593-74-8, H373, STOT RE 2
593-74-8, H400, Aquatic Acute 1
593-74-8, H410, Aquatic Chronic 1
627-44-1, H310, Acute Tox. 1
627-44-1, H330, Acute Tox. 2
627-44-1, H300, Acute Tox. 2
627-44-1, H373, STOT RE 2
627-44-1, H400, Aquatic Acute 1
627-44-1, H410, Aquatic Chronic 1
55-68-5, H301, Acute Tox. 3
55-68-5, H372, STOT RE 1
55-68-5, H314, Skin Corr. 1B
55-68-5, H400, Aquatic Acute 1
55-68-5, H410, Aquatic Chronic 1
100-57-2, H301, Acute Tox. 3
100-57-2, H372, STOT RE 1
100-57-2, H314, Skin Corr. 1B
100-57-2, H400, Aquatic Acute 1
100-57-2, H410, Aquatic Chronic 1
8003-05-2, H301, Acute Tox. 3
8003-05-2, H372, STOT RE 1
8003-05-2, H314, Skin Corr. 1B
8003-05-2, H400, Aquatic Acute 1
8003-05-2, H410, Aquatic Chronic 1
123-88-6, H301, Acute Tox. 3
123-88-6, H372, STOT RE 1
123-88-6, H314, Skin Corr. 1B
123-88-6, H400, Aquatic Acute 1
123-88-6, H410, Aquatic Chronic 1
7487-94-7, H341, Muta. 2
7487-94-7, H361f, Repr. 2
7487-94-7, H300, Acute Tox. 2
7487-94-7, H372, STOT RE 1
7487-94-7, H314, Skin Corr. 1B
7487-94-7, H400, Aquatic Acute 1
7487-94-7, H410, Aquatic Chronic 1
62-38-4, H301, Acute Tox. 3
62-38-4, H372, STOT RE 1
62-38-4, H314, Skin Corr. 1B
62-38-4, H400, Aquatic Acute 1
62-38-4, H410, Aquatic Chronic 1
7440-28-0, H330, Acute Tox. 2
7440-28-0, H300, Acute Tox. 2
7440-28-0, H373, STOT RE 2
7440-28-0, H413, Aquatic Chronic 4
7446-18-6, H300, Acute Tox. 2
7446-18-6, H372, STOT RE 1
7446-18-6, H315, Skin Irrit. 2
7446-18-6, H411, Aquatic Chronic 2
13424-46-9, H200, Unst. Expl.
13424-46-9, H360Df, Repr. 1A
13424-46-9, H332, Acute Tox. 4
13424-46-9, H302, Acute Tox. 4
13424-46-9, H373, STOT RE 2
13424-46-9, H400, Aquatic Acute 1
13424-46-9, H410, Aquatic Chronic 1
13424-46-9, H201, Expl. 1.1
13424-46-9, H360Df, Repr. 1A
13424-46-9, H332, Acute Tox. 4
13424-46-9, H302, Acute Tox. 4
13424-46-9, H373, STOT RE 2
13424-46-9, H400, Aquatic Acute 1
13424-46-9, H410, Aquatic Chronic 1
7758-97-6, H350, Carc. 1B
7758-97-6, H360Df, Repr. 1A
7758-97-6, H373, STOT RE 2
7758-97-6, H400, Aquatic Acute 1
7758-97-6, H410, Aquatic Chronic 1
301-04-2, H360Df, Repr. 1A
301-04-2, H373, STOT RE 2
301-04-2, H400, Aquatic Acute 1
301-04-2, H410, Aquatic Chronic 1
7446-27-7, H360Df, Repr. 1A
7446-27-7, H373, STOT RE 2
7446-27-7, H400, Aquatic Acute 1
7446-27-7, H410, Aquatic Chronic 1
1335-32-6, H351, Carc. 2
1335-32-6, H360Df, Repr. 1A
1335-32-6, H373, STOT RE 2
1335-32-6, H400, Aquatic Acute 1
1335-32-6, H410, Aquatic Chronic 1
17570-76-2, H360Df, Repr. 1A
17570-76-2, H332, Acute Tox. 4
17570-76-2, H302, Acute Tox. 4
17570-76-2, H373, STOT RE 2
17570-76-2, H315, Skin Irrit. 2
17570-76-2, H318, Eye Dam. 1
1344-37-2, H350, Carc. 1B
1344-37-2, H360Df, Repr. 1A
1344-37-2, H373, STOT RE 2
1344-37-2, H400, Aquatic Acute 1
1344-37-2, H410, Aquatic Chronic 1
12656-85-8, H350, Carc. 1B
12656-85-8, H360Df, Repr. 1A
12656-85-8, H373, STOT RE 2
12656-85-8, H400, Aquatic Acute 1
12656-85-8, H410, Aquatic Chronic 1
7784-40-9, H350, Carc. 1A
7784-40-9, H360Df, Repr. 1A
7784-40-9, H331, Acute Tox. 3
7784-40-9, H301, Acute Tox. 3
7784-40-9, H373, STOT RE 2
7784-40-9, H400, Aquatic Acute 1
7784-40-9, H410, Aquatic Chronic 1
199876-46-5, H302, Acute Tox. 4
199876-46-5, H373, STOT RE 2
199876-46-5, H411, Aquatic Chronic 2
7439-92-1, H360FD, Repr. 1A
7439-92-1, H362, Lact.
7439-92-1, H360FD, Repr. 1A
7439-92-1, H362, Lact.
7440-61-1, H330, Acute Tox. 2
7440-61-1, H300, Acute Tox. 2
7440-61-1, H373, STOT RE 2
7440-61-1, H413, Aquatic Chronic 4
74-82-8, H220, Flam. Gas 1
74-84-0, H220, Flam. Gas 1
74-98-6, H220, Flam. Gas 1
106-97-8, H220, Flam. Gas 1
75-28-5, H220, Flam. Gas 1
106-97-8, H220, Flam. Gas 1
106-97-8, H350, Press. Gas
106-97-8, H340, Carc. 1A
75-28-5, H220, Flam. Gas 1
75-28-5, H350, Press. Gas
75-28-5, H340, Carc. 1A
463-82-1, H220, Flam. Gas 1
463-82-1, H411, Press. Gas
109-66-0, H225, Flam. Liq. 2
109-66-0, H304, Asp. Tox. 1
109-66-0, H336, STOT SE 3
109-66-0, H411, Aquatic Chronic 2
107-83-5, H225, Flam. Liq. 2
107-83-5, H304, Asp. Tox. 1
107-83-5, H336, STOT SE 3
107-83-5, H315, Skin Irrit. 2
107-83-5, H411, Aquatic Chronic 2
96-14-0, H225, Flam. Liq. 2
96-14-0, H304, Asp. Tox. 1
96-14-0, H336, STOT SE 3
96-14-0, H315, Skin Irrit. 2
96-14-0, H411, Aquatic Chronic 2
75-83-2, H225, Flam. Liq. 2
75-83-2, H304, Asp. Tox. 1
75-83-2, H336, STOT SE 3
75-83-2, H315, Skin Irrit. 2
75-83-2, H411, Aquatic Chronic 2
79-29-8, H225, Flam. Liq. 2
79-29-8, H304, Asp. Tox. 1
79-29-8, H336, STOT SE 3
79-29-8, H315, Skin Irrit. 2
79-29-8, H411, Aquatic Chronic 2
142-82-5, H225, Flam. Liq. 2
142-82-5, H304, Asp. Tox. 1
142-82-5, H336, STOT SE 3
142-82-5, H315, Skin Irrit. 2
142-82-5, H400, Aquatic Acute 1
142-82-5, H410, Aquatic Chronic 1
108-08-7, H225, Flam. Liq. 2
108-08-7, H304, Asp. Tox. 1
108-08-7, H336, STOT SE 3
108-08-7, H315, Skin Irrit. 2
108-08-7, H400, Aquatic Acute 1
108-08-7, H410, Aquatic Chronic 1
464-06-2, H225, Flam. Liq. 2
464-06-2, H304, Asp. Tox. 1
464-06-2, H336, STOT SE 3
464-06-2, H315, Skin Irrit. 2
464-06-2, H400, Aquatic Acute 1
464-06-2, H410, Aquatic Chronic 1
562-49-2, H225, Flam. Liq. 2
562-49-2, H304, Asp. Tox. 1
562-49-2, H336, STOT SE 3
562-49-2, H315, Skin Irrit. 2
562-49-2, H400, Aquatic Acute 1
562-49-2, H410, Aquatic Chronic 1
565-59-3, H225, Flam. Liq. 2
565-59-3, H304, Asp. Tox. 1
565-59-3, H336, STOT SE 3
565-59-3, H315, Skin Irrit. 2
565-59-3, H400, Aquatic Acute 1
565-59-3, H410, Aquatic Chronic 1
589-34-4, H225, Flam. Liq. 2
589-34-4, H304, Asp. Tox. 1
589-34-4, H336, STOT SE 3
589-34-4, H315, Skin Irrit. 2
589-34-4, H400, Aquatic Acute 1
589-34-4, H410, Aquatic Chronic 1
590-35-2, H225, Flam. Liq. 2
590-35-2, H304, Asp. Tox. 1
590-35-2, H336, STOT SE 3
